Geo_Level,Geo_Unit,Voted,Did_Not_Vote,Not_Eligible_to_Vote,Turnout,Election,Election_Date,Year
Council District,1,4884.0,62505.0,23146.0,0.072,2024 Presidential Primary,04/02/2024,2024
Council District,2,6970.0,65648.0,20694.0,0.096,2024 Presidential Primary,04/02/2024,2024
Council District,3,7865.0,62960.0,21288.0,0.111,2024 Presidential Primary,04/02/2024,2024
Council District,4,7770.0,62686.0,24790.0,0.11,2024 Presidential Primary,04/02/2024,2024
Council District,5,8775.0,62927.0,23342.0,0.122,2024 Presidential Primary,04/02/2024,2024
Council District,6,10762.0,70891.0,21267.0,0.132,2024 Presidential Primary,04/02/2024,2024
Council District,7,8042.0,76358.0,17883.0,0.095,2024 Presidential Primary,04/02/2024,2024
Council District,8,3221.0,69909.0,19021.0,0.044,2024 Presidential Primary,04/02/2024,2024
Council District,9,6514.0,77114.0,17228.0,0.078,2024 Presidential Primary,04/02/2024,2024
Council District,10,5095.0,78818.0,18228.0,0.061,2024 Presidential Primary,04/02/2024,2024
Council District,11,5522.0,61147.0,18309.0,0.083,2024 Presidential Primary,04/02/2024,2024
Council District,12,5709.0,70050.0,16709.0,0.075,2024 Presidential Primary,04/02/2024,2024
Council District,13,3388.0,60361.0,21188.0,0.053,2024 Presidential Primary,04/02/2024,2024
Council District,14,1823.0,58595.0,15591.0,0.03,2024 Presidential Primary,04/02/2024,2024
Council District,15,1806.0,53519.0,15034.0,0.033,2024 Presidential Primary,04/02/2024,2024
Council District,16,2557.0,63752.0,16181.0,0.039,2024 Presidential Primary,04/02/2024,2024
Council District,17,1850.0,62596.0,16848.0,0.029,2024 Presidential Primary,04/02/2024,2024
Council District,18,3067.0,66705.0,18246.0,0.044,2024 Presidential Primary,04/02/2024,2024
Council District,19,4125.0,57752.0,27811.0,0.067,2024 Presidential Primary,04/02/2024,2024
Council District,20,2060.0,43396.0,22219.0,0.045,2024 Presidential Primary,04/02/2024,2024
Council District,21,1702.0,39886.0,14604.0,0.041,2024 Presidential Primary,04/02/2024,2024
Council District,22,5159.0,58761.0,22462.0,0.081,2024 Presidential Primary,04/02/2024,2024
Council District,23,4433.0,65854.0,27691.0,0.063,2024 Presidential Primary,04/02/2024,2024
Council District,24,3361.0,58457.0,23886.0,0.054,2024 Presidential Primary,04/02/2024,2024
Council District,25,3434.0,51877.0,21500.0,0.062,2024 Presidential Primary,04/02/2024,2024
Council District,26,4350.0,55159.0,21737.0,0.073,2024 Presidential Primary,04/02/2024,2024
Council District,27,4340.0,73738.0,18372.0,0.056,2024 Presidential Primary,04/02/2024,2024
Council District,28,3605.0,67009.0,19695.0,0.051,2024 Presidential Primary,04/02/2024,2024
Council District,29,4118.0,59403.0,24573.0,0.065,2024 Presidential Primary,04/02/2024,2024
Council District,30,3281.0,52965.0,26480.0,0.058,2024 Presidential Primary,04/02/2024,2024
Council District,31,3714.0,66330.0,16113.0,0.053,2024 Presidential Primary,04/02/2024,2024
Council District,32,3610.0,60889.0,24718.0,0.056,2024 Presidential Primary,04/02/2024,2024
Council District,33,5090.0,67505.0,18248.0,0.07,2024 Presidential Primary,04/02/2024,2024
Council District,34,3757.0,72361.0,19922.0,0.049,2024 Presidential Primary,04/02/2024,2024
Council District,35,8246.0,82156.0,17494.0,0.091,2024 Presidential Primary,04/02/2024,2024
Council District,36,5666.0,77132.0,16778.0,0.068,2024 Presidential Primary,04/02/2024,2024
Council District,37,2427.0,61036.0,17740.0,0.038,2024 Presidential Primary,04/02/2024,2024
Council District,38,2840.0,49930.0,20057.0,0.054,2024 Presidential Primary,04/02/2024,2024
Council District,39,8891.0,77095.0,18550.0,0.103,2024 Presidential Primary,04/02/2024,2024
Council District,40,6208.0,73410.0,17344.0,0.078,2024 Presidential Primary,04/02/2024,2024
Council District,41,3431.0,69320.0,15332.0,0.047,2024 Presidential Primary,04/02/2024,2024
Council District,42,3517.0,70132.0,16245.0,0.048,2024 Presidential Primary,04/02/2024,2024
Council District,43,1514.0,39002.0,22466.0,0.037,2024 Presidential Primary,04/02/2024,2024
Council District,44,1389.0,53160.0,16845.0,0.025,2024 Presidential Primary,04/02/2024,2024
Council District,45,4495.0,75633.0,17711.0,0.056,2024 Presidential Primary,04/02/2024,2024
Council District,46,3960.0,72882.0,21064.0,0.052,2024 Presidential Primary,04/02/2024,2024
Council District,47,4307.0,58426.0,25488.0,0.069,2024 Presidential Primary,04/02/2024,2024
Council District,48,2758.0,55136.0,27970.0,0.048,2024 Presidential Primary,04/02/2024,2024
Council District,49,3836.0,62996.0,24985.0,0.057,2024 Presidential Primary,04/02/2024,2024
Council District,50,4669.0,69092.0,31958.0,0.063,2024 Presidential Primary,04/02/2024,2024
Council District,51,4638.0,75193.0,32897.0,0.058,2024 Presidential Primary,04/02/2024,2024
Council District,1,6678.0,53252.0,31688.0,0.111,2024 State Primary,06/25/2024,2024
Council District,2,8270.0,56238.0,29922.0,0.128,2024 State Primary,06/25/2024,2024
Council District,3,3012.0,14779.0,75934.0,0.169,2024 State Primary,06/25/2024,2024
Council District,4,3192.0,15535.0,78029.0,0.17,2024 State Primary,06/25/2024,2024
Council District,5,655.0,4538.0,91273.0,0.126,2024 State Primary,06/25/2024,2024
Council District,6,3631.0,14859.0,85847.0,0.196,2024 State Primary,06/25/2024,2024
Council District,7,13327.0,66832.0,23012.0,0.166,2024 State Primary,06/25/2024,2024
Council District,8,5130.0,63625.0,24282.0,0.075,2024 State Primary,06/25/2024,2024
Council District,9,10920.0,69902.0,20996.0,0.135,2024 State Primary,06/25/2024,2024
Council District,10,6740.0,72283.0,24068.0,0.085,2024 State Primary,06/25/2024,2024
Council District,11,7071.0,36110.0,42593.0,0.164,2024 State Primary,06/25/2024,2024
Council District,12,7917.0,25074.0,60147.0,0.24,2024 State Primary,06/25/2024,2024
Council District,13,3746.0,26359.0,55452.0,0.124,2024 State Primary,06/25/2024,2024
Council District,14,858.0,13384.0,62394.0,0.06,2024 State Primary,06/25/2024,2024
Council District,15,55.0,1048.0,69961.0,0.05,2024 State Primary,06/25/2024,2024
Council District,16,3340.0,45630.0,34142.0,0.068,2024 State Primary,06/25/2024,2024
Council District,17,1591.0,31889.0,48462.0,0.048,2024 State Primary,06/25/2024,2024
Council District,18,5048.0,60132.0,23426.0,0.077,2024 State Primary,06/25/2024,2024
Council District,19,3999.0,40096.0,46457.0,0.091,2024 State Primary,06/25/2024,2024
Council District,20,4012.0,36761.0,27577.0,0.098,2024 State Primary,06/25/2024,2024
Council District,21,3539.0,34058.0,19176.0,0.094,2024 State Primary,06/25/2024,2024
Council District,22,8773.0,47156.0,31923.0,0.157,2024 State Primary,06/25/2024,2024
Council District,23,4674.0,54984.0,39221.0,0.078,2024 State Primary,06/25/2024,2024
Council District,24,4128.0,49170.0,33220.0,0.077,2024 State Primary,06/25/2024,2024
Council District,25,5018.0,43128.0,29460.0,0.104,2024 State Primary,06/25/2024,2024
Council District,26,7066.0,45968.0,29656.0,0.133,2024 State Primary,06/25/2024,2024
Council District,27,5618.0,69048.0,22668.0,0.075,2024 State Primary,06/25/2024,2024
Council District,28,4207.0,61543.0,25349.0,0.064,2024 State Primary,06/25/2024,2024
Council District,29,4570.0,48028.0,36524.0,0.087,2024 State Primary,06/25/2024,2024
Council District,30,3288.0,38173.0,42227.0,0.079,2024 State Primary,06/25/2024,2024
Council District,31,4543.0,60863.0,21642.0,0.069,2024 State Primary,06/25/2024,2024
Council District,32,2169.0,44031.0,43843.0,0.047,2024 State Primary,06/25/2024,2024
Council District,33,9130.0,52359.0,30995.0,0.148,2024 State Primary,06/25/2024,2024
Council District,34,2590.0,27768.0,66900.0,0.085,2024 State Primary,06/25/2024,2024
Council District,35,5849.0,54547.0,48650.0,0.097,2024 State Primary,06/25/2024,2024
Council District,36,8865.0,59900.0,31990.0,0.129,2024 State Primary,06/25/2024,2024
Council District,37,324.0,7138.0,74456.0,0.043,2024 State Primary,06/25/2024,2024
Council District,38,2539.0,39813.0,30909.0,0.06,2024 State Primary,06/25/2024,2024
Council District,39,11784.0,59772.0,34042.0,0.165,2024 State Primary,06/25/2024,2024
Council District,40,5859.0,67072.0,24948.0,0.08,2024 State Primary,06/25/2024,2024
Council District,41,4357.0,65706.0,18702.0,0.062,2024 State Primary,06/25/2024,2024
Council District,42,805.0,13420.0,76102.0,0.057,2024 State Primary,06/25/2024,2024
Council District,43,573.0,15835.0,46908.0,0.035,2024 State Primary,06/25/2024,2024
Council District,44,924.0,15196.0,55565.0,0.057,2024 State Primary,06/25/2024,2024
Council District,45,5316.0,68921.0,24213.0,0.072,2024 State Primary,06/25/2024,2024
Council District,46,4433.0,57891.0,36010.0,0.071,2024 State Primary,06/25/2024,2024
Council District,47,2926.0,27850.0,57989.0,0.095,2024 State Primary,06/25/2024,2024
Council District,48,1756.0,18660.0,65829.0,0.086,2024 State Primary,06/25/2024,2024
Council District,49,,,92287.0,,2024 State Primary,06/25/2024,2024
Council District,50,106.0,1433.0,104772.0,0.069,2024 State Primary,06/25/2024,2024
Council District,51,,,113527.0,,2024 State Primary,06/25/2024,2024
Council District,1,60576.0,33822.0,2207.0,0.642,2024 General Election,11/05/2024,2024
Council District,2,66871.0,30997.0,2284.0,0.683,2024 General Election,11/05/2024,2024
Council District,3,71821.0,26322.0,2285.0,0.732,2024 General Election,11/05/2024,2024
Council District,4,75269.0,24810.0,2099.0,0.752,2024 General Election,11/05/2024,2024
Council District,5,79527.0,20376.0,1998.0,0.796,2024 General Election,11/05/2024,2024
Council District,6,84400.0,23455.0,1751.0,0.783,2024 General Election,11/05/2024,2024
Council District,7,67372.0,37180.0,1637.0,0.644,2024 General Election,11/05/2024,2024
Council District,8,47686.0,46189.0,1745.0,0.508,2024 General Election,11/05/2024,2024
Council District,9,62991.0,40145.0,1649.0,0.611,2024 General Election,11/05/2024,2024
Council District,10,60380.0,43485.0,1631.0,0.581,2024 General Election,11/05/2024,2024
Council District,11,54270.0,32703.0,1533.0,0.624,2024 General Election,11/05/2024,2024
Council District,12,54309.0,39775.0,1646.0,0.577,2024 General Election,11/05/2024,2024
Council District,13,50939.0,35529.0,1633.0,0.589,2024 General Election,11/05/2024,2024
Council District,14,36913.0,40594.0,1513.0,0.476,2024 General Election,11/05/2024,2024
Council District,15,33534.0,38438.0,1568.0,0.466,2024 General Election,11/05/2024,2024
Council District,16,40021.0,43487.0,1620.0,0.479,2024 General Election,11/05/2024,2024
Council District,17,37314.0,45190.0,1618.0,0.452,2024 General Election,11/05/2024,2024
Council District,18,45588.0,43188.0,1680.0,0.514,2024 General Election,11/05/2024,2024
Council District,19,58431.0,32967.0,1223.0,0.639,2024 General Election,11/05/2024,2024
Council District,20,32464.0,35678.0,1058.0,0.476,2024 General Election,11/05/2024,2024
Council District,21,28103.0,29035.0,1111.0,0.492,2024 General Election,11/05/2024,2024
Council District,22,58735.0,31319.0,1694.0,0.652,2024 General Election,11/05/2024,2024
Council District,23,61464.0,38234.0,1499.0,0.617,2024 General Election,11/05/2024,2024
Council District,24,50866.0,36823.0,1548.0,0.58,2024 General Election,11/05/2024,2024
Council District,25,43239.0,35114.0,1315.0,0.552,2024 General Election,11/05/2024,2024
Council District,26,52919.0,31813.0,1765.0,0.625,2024 General Election,11/05/2024,2024
Council District,27,55321.0,43266.0,1569.0,0.561,2024 General Election,11/05/2024,2024
Council District,28,48974.0,43075.0,1483.0,0.532,2024 General Election,11/05/2024,2024
Council District,29,56008.0,34618.0,1438.0,0.618,2024 General Election,11/05/2024,2024
Council District,30,51805.0,33553.0,1482.0,0.607,2024 General Election,11/05/2024,2024
Council District,31,50810.0,37124.0,1392.0,0.578,2024 General Election,11/05/2024,2024
Council District,32,56765.0,34578.0,1397.0,0.621,2024 General Election,11/05/2024,2024
Council District,33,65783.0,31408.0,1881.0,0.677,2024 General Election,11/05/2024,2024
Council District,34,56272.0,43834.0,2446.0,0.562,2024 General Election,11/05/2024,2024
Council District,35,74480.0,37719.0,1990.0,0.664,2024 General Election,11/05/2024,2024
Council District,36,58933.0,43437.0,2145.0,0.576,2024 General Election,11/05/2024,2024
Council District,37,40196.0,42683.0,2062.0,0.485,2024 General Election,11/05/2024,2024
Council District,38,39413.0,34296.0,1300.0,0.535,2024 General Election,11/05/2024,2024
Council District,39,78310.0,29508.0,1379.0,0.726,2024 General Election,11/05/2024,2024
Council District,40,61170.0,38481.0,1796.0,0.614,2024 General Election,11/05/2024,2024
Council District,41,47320.0,41550.0,1664.0,0.532,2024 General Election,11/05/2024,2024
Council District,42,46217.0,43479.0,1689.0,0.515,2024 General Election,11/05/2024,2024
Council District,43,30525.0,33096.0,1196.0,0.48,2024 General Election,11/05/2024,2024
Council District,44,43096.0,29731.0,1375.0,0.592,2024 General Election,11/05/2024,2024
Council District,45,58424.0,41075.0,1474.0,0.587,2024 General Election,11/05/2024,2024
Council District,46,59808.0,38642.0,1373.0,0.607,2024 General Election,11/05/2024,2024
Council District,47,52854.0,35898.0,1404.0,0.596,2024 General Election,11/05/2024,2024
Council District,48,49004.0,37361.0,1689.0,0.567,2024 General Election,11/05/2024,2024
Council District,49,53643.0,39583.0,1309.0,0.575,2024 General Election,11/05/2024,2024
Council District,50,71004.0,36521.0,1352.0,0.66,2024 General Election,11/05/2024,2024
Council District,51,80608.0,34712.0,1434.0,0.699,2024 General Election,11/05/2024,2024
Council District,1,13463.0,76962.0,731.0,0.149,2023 General,11/07/2023,2023
Council District,2,12183.0,80618.0,796.0,0.131,2023 General,11/07/2023,2023
Council District,3,16148.0,75443.0,781.0,0.176,2023 General,11/07/2023,2023
Council District,4,18029.0,76646.0,793.0,0.19,2023 General,11/07/2023,2023
Council District,5,18679.0,76015.0,869.0,0.197,2023 General,11/07/2023,2023
Council District,6,22549.0,79824.0,776.0,0.22,2023 General,11/07/2023,2023
Council District,7,14569.0,87274.0,542.0,0.143,2023 General,11/07/2023,2023
Council District,8,6733.0,84814.0,409.0,0.074,2023 General,11/07/2023,2023
Council District,9,13037.0,87551.0,498.0,0.13,2023 General,11/07/2023,2023
Council District,10,9984.0,91655.0,498.0,0.098,2023 General,11/07/2023,2023
Council District,11,11712.0,72943.0,444.0,0.138,2023 General,11/07/2023,2023
Council District,12,10720.0,81537.0,393.0,0.116,2023 General,11/07/2023,2023
Council District,13,13148.0,71664.0,413.0,0.155,2023 General,11/07/2023,2023
Council District,14,4731.0,70894.0,436.0,0.063,2023 General,11/07/2023,2023
Council District,15,4409.0,65644.0,402.0,0.063,2023 General,11/07/2023,2023
Council District,16,5674.0,76532.0,422.0,0.069,2023 General,11/07/2023,2023
Council District,17,4718.0,76194.0,403.0,0.058,2023 General,11/07/2023,2023
Council District,18,7268.0,80586.0,421.0,0.083,2023 General,11/07/2023,2023
Council District,19,19976.0,69399.0,399.0,0.224,2023 General,11/07/2023,2023
Council District,20,9003.0,58374.0,351.0,0.134,2023 General,11/07/2023,2023
Council District,21,3994.0,51843.0,356.0,0.072,2023 General,11/07/2023,2023
Council District,22,14315.0,71773.0,544.0,0.166,2023 General,11/07/2023,2023
Council District,23,15155.0,82339.0,518.0,0.155,2023 General,11/07/2023,2023
Council District,24,10359.0,74992.0,458.0,0.121,2023 General,11/07/2023,2023
Council District,25,9423.0,66875.0,434.0,0.124,2023 General,11/07/2023,2023
Council District,26,11009.0,69798.0,555.0,0.136,2023 General,11/07/2023,2023
Council District,27,9815.0,86196.0,463.0,0.102,2023 General,11/07/2023,2023
Council District,28,7842.0,81981.0,449.0,0.087,2023 General,11/07/2023,2023
Council District,29,12263.0,75506.0,431.0,0.14,2023 General,11/07/2023,2023
Council District,30,8740.0,73583.0,391.0,0.106,2023 General,11/07/2023,2023
Council District,31,10185.0,75723.0,366.0,0.119,2023 General,11/07/2023,2023
Council District,32,11771.0,77172.0,409.0,0.132,2023 General,11/07/2023,2023
Council District,33,12712.0,77786.0,672.0,0.14,2023 General,11/07/2023,2023
Council District,34,8486.0,87137.0,679.0,0.089,2023 General,11/07/2023,2023
Council District,35,15297.0,92193.0,628.0,0.142,2023 General,11/07/2023,2023
Council District,36,10687.0,88644.0,566.0,0.108,2023 General,11/07/2023,2023
Council District,37,5615.0,75245.0,496.0,0.069,2023 General,11/07/2023,2023
Council District,38,9152.0,63390.0,417.0,0.126,2023 General,11/07/2023,2023
Council District,39,21577.0,83097.0,557.0,0.206,2023 General,11/07/2023,2023
Council District,40,12200.0,84366.0,520.0,0.126,2023 General,11/07/2023,2023
Council District,41,6997.0,80980.0,381.0,0.08,2023 General,11/07/2023,2023
Council District,42,7572.0,82065.0,379.0,0.084,2023 General,11/07/2023,2023
Council District,43,8511.0,54191.0,366.0,0.136,2023 General,11/07/2023,2023
Council District,44,9701.0,61650.0,298.0,0.136,2023 General,11/07/2023,2023
Council District,45,10585.0,87008.0,374.0,0.108,2023 General,11/07/2023,2023
Council District,46,11616.0,86157.0,315.0,0.119,2023 General,11/07/2023,2023
Council District,47,20178.0,67697.0,444.0,0.23,2023 General,11/07/2023,2023
Council District,48,12534.0,73224.0,373.0,0.146,2023 General,11/07/2023,2023
Council District,49,9851.0,82066.0,371.0,0.107,2023 General,11/07/2023,2023
Council District,50,12230.0,93563.0,400.0,0.116,2023 General,11/07/2023,2023
Council District,51,11772.0,101213.0,370.0,0.104,2023 General,11/07/2023,2023
Council District,1,8764.0,52196.0,31327.0,0.144,2023 City Primary,06/27/2023,2023
Council District,2,7735.0,60489.0,27999.0,0.113,2023 City Primary,06/27/2023,2023
Council District,3,4663.0,48745.0,41846.0,0.087,2023 City Primary,06/27/2023,2023
Council District,4,100.0,2018.0,94911.0,0.047,2023 City Primary,06/27/2023,2023
Council District,5,207.0,5015.0,92274.0,0.04,2023 City Primary,06/27/2023,2023
Council District,6,665.0,7513.0,96806.0,0.081,2023 City Primary,06/27/2023,2023
Council District,7,2500.0,33379.0,68214.0,0.07,2023 City Primary,06/27/2023,2023
Council District,8,2729.0,68465.0,23604.0,0.038,2023 City Primary,06/27/2023,2023
Council District,9,11669.0,71254.0,20514.0,0.141,2023 City Primary,06/27/2023,2023
Council District,10,6649.0,74633.0,23463.0,0.082,2023 City Primary,06/27/2023,2023
Council District,11,4795.0,57909.0,25374.0,0.076,2023 City Primary,06/27/2023,2023
Council District,12,7286.0,67347.0,20277.0,0.098,2023 City Primary,06/27/2023,2023
Council District,13,6401.0,60228.0,20857.0,0.096,2023 City Primary,06/27/2023,2023
Council District,14,3282.0,56584.0,19925.0,0.055,2023 City Primary,06/27/2023,2023
Council District,15,1916.0,53379.0,18968.0,0.035,2023 City Primary,06/27/2023,2023
Council District,16,2797.0,63235.0,19999.0,0.042,2023 City Primary,06/27/2023,2023
Council District,17,1988.0,61978.0,20735.0,0.031,2023 City Primary,06/27/2023,2023
Council District,18,3360.0,65329.0,22930.0,0.049,2023 City Primary,06/27/2023,2023
Council District,19,6200.0,39821.0,44288.0,0.135,2023 City Primary,06/27/2023,2023
Council District,20,4087.0,42191.0,22295.0,0.088,2023 City Primary,06/27/2023,2023
Council District,21,2053.0,36433.0,18306.0,0.053,2023 City Primary,06/27/2023,2023
Council District,22,6304.0,50614.0,31547.0,0.111,2023 City Primary,06/27/2023,2023
Council District,23,6587.0,52011.0,40043.0,0.112,2023 City Primary,06/27/2023,2023
Council District,24,3709.0,47793.0,35125.0,0.072,2023 City Primary,06/27/2023,2023
Council District,25,5580.0,43388.0,28397.0,0.114,2023 City Primary,06/27/2023,2023
Council District,26,6140.0,47372.0,28837.0,0.115,2023 City Primary,06/27/2023,2023
Council District,27,5141.0,71016.0,21478.0,0.068,2023 City Primary,06/27/2023,2023
Council District,28,3770.0,63212.0,24185.0,0.056,2023 City Primary,06/27/2023,2023
Council District,29,6484.0,47047.0,35908.0,0.121,2023 City Primary,06/27/2023,2023
Council District,30,2271.0,39870.0,41088.0,0.054,2023 City Primary,06/27/2023,2023
Council District,31,4498.0,62447.0,20780.0,0.067,2023 City Primary,06/27/2023,2023
Council District,32,2340.0,44778.0,42895.0,0.05,2023 City Primary,06/27/2023,2023
Council District,33,2609.0,64784.0,24571.0,0.039,2023 City Primary,06/27/2023,2023
Council District,34,3706.0,68710.0,25095.0,0.051,2023 City Primary,06/27/2023,2023
Council District,35,4993.0,82261.0,21655.0,0.057,2023 City Primary,06/27/2023,2023
Council District,36,3420.0,78265.0,19589.0,0.042,2023 City Primary,06/27/2023,2023
Council District,37,1574.0,59121.0,21841.0,0.026,2023 City Primary,06/27/2023,2023
Council District,38,1801.0,43626.0,28228.0,0.04,2023 City Primary,06/27/2023,2023
Council District,39,5040.0,75736.0,25341.0,0.062,2023 City Primary,06/27/2023,2023
Council District,40,3860.0,72920.0,21575.0,0.05,2023 City Primary,06/27/2023,2023
Council District,41,4639.0,67279.0,18162.0,0.065,2023 City Primary,06/27/2023,2023
Council District,42,6250.0,65488.0,19610.0,0.087,2023 City Primary,06/27/2023,2023
Council District,43,4496.0,36331.0,22459.0,0.11,2023 City Primary,06/27/2023,2023
Council District,44,2205.0,53271.0,17098.0,0.04,2023 City Primary,06/27/2023,2023
Council District,45,3334.0,71896.0,23780.0,0.044,2023 City Primary,06/27/2023,2023
Council District,46,2660.0,62629.0,33478.0,0.041,2023 City Primary,06/27/2023,2023
Council District,47,5203.0,58235.0,25637.0,0.082,2023 City Primary,06/27/2023,2023
Council District,48,4125.0,54231.0,27966.0,0.071,2023 City Primary,06/27/2023,2023
Council District,49,,,92860.0,,2023 City Primary,06/27/2023,2023
Council District,50,137.0,2944.0,103600.0,0.044,2023 City Primary,06/27/2023,2023
Council District,51,,,113570.0,,2023 City Primary,06/27/2023,2023
Council District,1,40303.0,54967.0,1261.0,0.423,2022 General,11/08/2022,2022
Council District,2,45887.0,53541.0,1311.0,0.462,2022 General,11/08/2022,2022
Council District,3,50278.0,49071.0,1310.0,0.506,2022 General,11/08/2022,2022
Council District,4,54666.0,44844.0,1155.0,0.549,2022 General,11/08/2022,2022
Council District,5,58330.0,42130.0,1224.0,0.581,2022 General,11/08/2022,2022
Council District,6,63769.0,45263.0,1178.0,0.585,2022 General,11/08/2022,2022
Council District,7,46287.0,62388.0,795.0,0.426,2022 General,11/08/2022,2022
Council District,8,25748.0,72016.0,635.0,0.263,2022 General,11/08/2022,2022
Council District,9,39767.0,68669.0,645.0,0.367,2022 General,11/08/2022,2022
Council District,10,35677.0,73762.0,630.0,0.326,2022 General,11/08/2022,2022
Council District,11,35308.0,53887.0,674.0,0.396,2022 General,11/08/2022,2022
Council District,12,33197.0,62408.0,582.0,0.347,2022 General,11/08/2022,2022
Council District,13,31480.0,56883.0,638.0,0.356,2022 General,11/08/2022,2022
Council District,14,17331.0,63288.0,460.0,0.215,2022 General,11/08/2022,2022
Council District,15,15908.0,58794.0,529.0,0.213,2022 General,11/08/2022,2022
Council District,16,19914.0,66503.0,475.0,0.23,2022 General,11/08/2022,2022
Council District,17,17840.0,67175.0,581.0,0.21,2022 General,11/08/2022,2022
Council District,18,25223.0,66852.0,567.0,0.274,2022 General,11/08/2022,2022
Council District,19,40821.0,50972.0,732.0,0.445,2022 General,11/08/2022,2022
Council District,20,20481.0,48902.0,486.0,0.295,2022 General,11/08/2022,2022
Council District,21,13641.0,43653.0,395.0,0.238,2022 General,11/08/2022,2022
Council District,22,38501.0,52155.0,902.0,0.425,2022 General,11/08/2022,2022
Council District,23,38588.0,61484.0,719.0,0.386,2022 General,11/08/2022,2022
Council District,24,31149.0,56891.0,757.0,0.354,2022 General,11/08/2022,2022
Council District,25,25222.0,52990.0,581.0,0.322,2022 General,11/08/2022,2022
Council District,26,32182.0,51530.0,871.0,0.384,2022 General,11/08/2022,2022
Council District,27,32969.0,65565.0,577.0,0.335,2022 General,11/08/2022,2022
Council District,28,26765.0,65959.0,542.0,0.289,2022 General,11/08/2022,2022
Council District,29,35387.0,55747.0,659.0,0.388,2022 General,11/08/2022,2022
Council District,30,32608.0,51651.0,706.0,0.387,2022 General,11/08/2022,2022
Council District,31,30853.0,58359.0,608.0,0.346,2022 General,11/08/2022,2022
Council District,32,37118.0,54196.0,691.0,0.406,2022 General,11/08/2022,2022
Council District,33,49948.0,43085.0,1506.0,0.537,2022 General,11/08/2022,2022
Council District,34,34582.0,65208.0,1390.0,0.347,2022 General,11/08/2022,2022
Council District,35,51922.0,59379.0,1105.0,0.467,2022 General,11/08/2022,2022
Council District,36,37384.0,66767.0,950.0,0.359,2022 General,11/08/2022,2022
Council District,37,20910.0,64047.0,712.0,0.246,2022 General,11/08/2022,2022
Council District,38,25133.0,49811.0,669.0,0.335,2022 General,11/08/2022,2022
Council District,39,61019.0,47779.0,1026.0,0.561,2022 General,11/08/2022,2022
Council District,40,39326.0,61452.0,804.0,0.39,2022 General,11/08/2022,2022
Council District,41,26067.0,66563.0,579.0,0.281,2022 General,11/08/2022,2022
Council District,42,26037.0,67961.0,517.0,0.277,2022 General,11/08/2022,2022
Council District,43,18359.0,45619.0,608.0,0.287,2022 General,11/08/2022,2022
Council District,44,34503.0,38135.0,1276.0,0.475,2022 General,11/08/2022,2022
Council District,45,37543.0,63559.0,730.0,0.371,2022 General,11/08/2022,2022
Council District,46,38626.0,61629.0,644.0,0.385,2022 General,11/08/2022,2022
Council District,47,36338.0,55150.0,708.0,0.397,2022 General,11/08/2022,2022
Council District,48,33774.0,53577.0,940.0,0.387,2022 General,11/08/2022,2022
Council District,49,35537.0,58577.0,598.0,0.378,2022 General,11/08/2022,2022
Council District,50,51011.0,56547.0,815.0,0.474,2022 General,11/08/2022,2022
Council District,51,58511.0,56424.0,752.0,0.509,2022 General,11/08/2022,2022
Council District,1,13268.0,52564.0,32232.0,0.202,2022 Federal Primary,08/23/2022,2022
Council District,2,15195.0,53950.0,28198.0,0.22,2022 Federal Primary,08/23/2022,2022
Council District,3,20099.0,58934.0,33738.0,0.254,2022 Federal Primary,08/23/2022,2022
Council District,4,18491.0,45465.0,41690.0,0.289,2022 Federal Primary,08/23/2022,2022
Council District,5,19589.0,46319.0,35849.0,0.297,2022 Federal Primary,08/23/2022,2022
Council District,6,29937.0,56629.0,29906.0,0.346,2022 Federal Primary,08/23/2022,2022
Council District,7,12152.0,66831.0,20498.0,0.154,2022 Federal Primary,08/23/2022,2022
Council District,8,2568.0,35660.0,59026.0,0.067,2022 Federal Primary,08/23/2022,2022
Council District,9,10587.0,78702.0,20711.0,0.119,2022 Federal Primary,08/23/2022,2022
Council District,10,12049.0,65941.0,21458.0,0.154,2022 Federal Primary,08/23/2022,2022
Council District,11,9022.0,48463.0,26668.0,0.157,2022 Federal Primary,08/23/2022,2022
Council District,12,2193.0,21217.0,73104.0,0.094,2022 Federal Primary,08/23/2022,2022
Council District,13,4790.0,48556.0,32391.0,0.09,2022 Federal Primary,08/23/2022,2022
Council District,14,3724.0,51149.0,23177.0,0.068,2022 Federal Primary,08/23/2022,2022
Council District,15,1984.0,26391.0,45474.0,0.07,2022 Federal Primary,08/23/2022,2022
Council District,16,440.0,4955.0,78649.0,0.082,2022 Federal Primary,08/23/2022,2022
Council District,17,43.0,1295.0,85063.0,0.032,2022 Federal Primary,08/23/2022,2022
Council District,18,4435.0,62428.0,26236.0,0.066,2022 Federal Primary,08/23/2022,2022
Council District,19,3824.0,28594.0,58213.0,0.118,2022 Federal Primary,08/23/2022,2022
Council District,20,,23.0,68938.0,,2022 Federal Primary,08/23/2022,2022
Council District,21,118.0,3063.0,54452.0,0.037,2022 Federal Primary,08/23/2022,2022
Council District,22,5656.0,30062.0,49422.0,0.158,2022 Federal Primary,08/23/2022,2022
Council District,23,3206.0,26475.0,65592.0,0.108,2022 Federal Primary,08/23/2022,2022
Council District,24,,,84275.0,,2022 Federal Primary,08/23/2022,2022
Council District,25,62.0,944.0,77147.0,0.062,2022 Federal Primary,08/23/2022,2022
